ID,Fold_(T1D-B1 vs C1),pValue
203542_s_at,-4.516,0.065
229982_at,-0.261,0.065
218550_s_at,0.503,0.065
226813_at,-0.454,0.065
202106_at,-0.858,0.065
201401_s_at,0.319,0.065
243688_at,0.496,0.065
231153_at,0.578,0.065
241707_at,0.714,0.065
241723_at,-0.214,0.065
224652_at,-0.545,0.065
243048_at,0.409,0.065
209144_s_at,0.228,0.066
228418_at,-0.551,0.066
241833_at,0.277,0.066
227675_at,0.294,0.066
219556_at,0.754,0.066
212222_at,-0.933,0.066
217866_at,-0.351,0.066
220760_x_at,-0.306,0.066
210090_at,0.844,0.066
225041_at,-1.464,0.066
232873_at,-0.569,0.066
31846_at,0.578,0.066
228819_at,0.331,0.066
230790_x_at,-0.843,0.066
225701_at,-0.773,0.066
219311_at,-1.305,0.066
224157_at,0.404,0.066
201720_s_at,0.434,0.066
205010_at,-0.848,0.066
204535_s_at,0.725,0.066
229322_at,-2.107,0.066
208486_at,0.589,0.066
211217_s_at,0.751,0.066
210369_at,0.292,0.066
217914_at,-0.385,0.066
211070_x_at,-0.852,0.066
210443_x_at,0.642,0.066
1563455_at,-1.520,0.066
222179_at,0.540,0.066
1552857_a_at,0.447,0.066
222151_s_at,1.109,0.066
212963_at,-0.543,0.066
1560098_at,-0.271,0.066
218502_s_at,-1.031,0.066
213005_s_at,1.526,0.066
222029_x_at,-0.487,0.066
233096_at,-0.296,0.066
55705_at,1.232,0.066
231837_at,-1.421,0.066
244695_at,-0.563,0.066
243619_at,-0.327,0.066
1570251_at,-0.809,0.066
219429_at,0.658,0.066
1556287_a_at,0.366,0.066
219325_s_at,-0.383,0.066
226460_at,-0.850,0.066
219801_at,-0.844,0.066
222565_s_at,-1.461,0.066
201634_s_at,-0.668,0.066
209891_at,0.993,0.066
222597_at,-0.619,0.066
226554_at,-0.418,0.066
212892_at,0.563,0.066
243539_at,-0.514,0.066
202806_at,-0.519,0.066
219489_s_at,1.630,0.066
227832_at,0.689,0.066
208867_s_at,-0.253,0.067
219401_at,-0.859,0.067
219884_at,0.730,0.067
1553218_a_at,0.552,0.067
224695_at,-0.391,0.067
222060_at,0.459,0.067
219559_at,0.265,0.067
220662_s_at,0.845,0.067
225149_at,-0.956,0.067
243430_at,0.550,0.067
202745_at,-0.271,0.067
241914_s_at,0.568,0.067
218690_at,0.852,0.067
225733_at,-1.361,0.067
206722_s_at,0.866,0.067
211769_x_at,-0.637,0.067
202260_s_at,0.389,0.067
230803_s_at,0.266,0.067
230155_x_at,1.135,0.067
227962_at,-0.205,0.067
1553178_a_at,0.494,0.067
222665_at,-0.455,0.067
201024_x_at,-1.085,0.067
226932_at,0.669,0.067
219456_s_at,0.545,0.067
220577_at,-1.469,0.067
220967_s_at,-0.439,0.067
201152_s_at,-1.061,0.067
235339_at,-0.974,0.067
211804_s_at,0.564,0.067
214974_x_at,-0.615,0.067
201143_s_at,-0.889,0.067
1559075_s_at,0.438,0.067
230787_at,0.219,0.067
223104_at,-0.442,0.067
213322_at,-0.580,0.067
239616_at,0.454,0.067
220790_s_at,0.793,0.067
1558850_s_at,0.363,0.067
219530_at,-0.665,0.067
223812_at,0.406,0.067
1568616_a_at,0.631,0.067
239137_x_at,0.592,0.067
238322_s_at,0.879,0.067
226416_at,-0.324,0.067
205455_at,0.688,0.067
205877_s_at,0.778,0.067
206911_at,1.128,0.067
1566471_at,0.840,0.068
1556224_a_at,0.405,0.068
212636_at,-0.209,0.068
234924_s_at,0.907,0.068
208777_s_at,-0.858,0.068
226021_at,-0.534,0.068
204532_x_at,0.853,0.068
209006_s_at,-1.313,0.068
202755_s_at,0.848,0.068
236328_at,-0.380,0.068
218006_s_at,-0.506,0.068
225739_at,0.315,0.068
201790_s_at,0.977,0.068
225439_at,-1.355,0.068
202551_s_at,-1.013,0.068
1565680_at,0.560,0.068
209723_at,-0.807,0.068
224265_s_at,1.167,0.068
229894_s_at,0.242,0.068
232326_at,0.644,0.068
1552610_a_at,0.460,0.068
1566093_at,0.392,0.068
1554117_at,0.434,0.068
213674_x_at,0.548,0.068
229888_at,-0.275,0.068
209087_x_at,0.747,0.068
215297_at,-0.299,0.068
228436_at,0.606,0.068
1564803_at,0.349,0.068
237105_at,-0.335,0.068
226170_at,-0.213,0.068
239702_x_at,1.268,0.068
216983_s_at,-1.065,0.068
239392_s_at,-1.968,0.068
216382_s_at,0.228,0.068
205911_at,0.289,0.068
231926_at,-0.373,0.068
320_at,0.637,0.068
200914_x_at,-0.901,0.068
206214_at,-0.269,0.068
1552548_at,0.969,0.068
222540_s_at,-0.716,0.068
218953_s_at,-0.354,0.068
231629_x_at,1.198,0.068
209360_s_at,-0.474,0.068
1553460_at,0.596,0.068
220290_at,0.569,0.068
201605_x_at,0.948,0.068
226242_at,-0.451,0.069
238870_at,0.685,0.069
242998_at,0.560,0.069
222683_at,-0.509,0.069
229167_at,-0.937,0.069
224873_s_at,-0.844,0.069
218888_s_at,-0.202,0.069
203956_at,-0.937,0.069
244305_at,0.384,0.069
222621_at,-0.887,0.069
209537_at,-1.573,0.069
237623_at,-0.985,0.069
211363_s_at,-0.654,0.069
217905_at,-0.217,0.069
208461_at,0.526,0.069
220031_at,0.404,0.069
241631_at,-0.694,0.069
218197_s_at,-0.304,0.069
1559108_at,-0.738,0.069
224797_at,0.343,0.069
224232_s_at,-0.897,0.069
204457_s_at,-1.738,0.069
211590_x_at,1.383,0.069
213748_at,-0.432,0.069
235626_at,-0.538,0.069
211517_s_at,1.112,0.069
219679_s_at,0.286,0.069
219237_s_at,-1.401,0.069
207473_at,0.732,0.069
229996_s_at,-0.499,0.069
225179_at,-1.066,0.069
1556555_at,0.465,0.069
201072_s_at,-0.937,0.069
227073_at,0.495,0.069
239250_at,-1.193,0.069
223167_s_at,-0.461,0.069
236994_at,-0.414,0.069
215747_s_at,0.395,0.069
210122_at,0.510,0.069
239676_x_at,0.327,0.069
235132_at,-0.772,0.069
242528_at,0.524,0.069
209176_at,-0.275,0.069
204708_at,0.447,0.069
230191_at,0.894,0.069
201027_s_at,-0.850,0.069
1565717_s_at,-2.034,0.069
205473_at,0.504,0.069
222333_at,0.525,0.069
219188_s_at,0.543,0.069
227579_at,-0.993,0.069
235026_at,-0.337,0.069
36907_at,1.143,0.069
216079_at,0.552,0.069
202720_at,-0.769,0.069
224790_at,1.439,0.069
233893_s_at,-0.457,0.070
204623_at,3.616,0.070
201195_s_at,0.477,0.070
218255_s_at,0.426,0.070
202216_x_at,0.345,0.070
242864_at,-0.450,0.070
209940_at,0.311,0.070
229257_at,-0.395,0.070
1552842_at,0.386,0.070
223283_s_at,-2.442,0.070
220885_s_at,0.780,0.070
219171_s_at,-0.418,0.070
221140_s_at,0.406,0.070
223901_at,0.579,0.070
238339_x_at,1.036,0.070
227715_at,1.447,0.070
212857_x_at,0.445,0.070
219103_at,-0.322,0.070
211677_x_at,0.934,0.070
204562_at,0.209,0.070
1553728_at,0.904,0.070
233993_at,0.828,0.070
229275_at,0.499,0.070
205050_s_at,0.555,0.070
200656_s_at,0.683,0.070
1554542_at,0.437,0.070
211497_x_at,0.657,0.070
234925_at,0.462,0.070
209321_s_at,0.356,0.070
207801_s_at,1.154,0.070
225119_at,0.631,0.070
219520_s_at,-0.694,0.070
208299_at,0.751,0.070
236482_at,0.568,0.070
1554544_a_at,-2.573,0.070
1566102_at,0.714,0.070
224976_at,-0.520,0.070
213300_at,0.686,0.070
64474_g_at,-0.514,0.070
201350_at,0.743,0.070
219386_s_at,-0.550,0.070
226939_at,0.362,0.070
207542_s_at,0.564,0.070
203714_s_at,-0.615,0.070
231936_at,0.403,0.070
222476_at,-0.366,0.070
217284_x_at,0.396,0.071
235775_at,-1.237,0.071
208031_s_at,0.720,0.071
206221_at,0.323,0.071
219303_at,-0.963,0.071
200983_x_at,2.753,0.071
223327_x_at,0.241,0.071
242829_x_at,-1.420,0.071
211813_x_at,0.950,0.071
1555470_a_at,0.672,0.071
223319_at,-0.860,0.071
203877_at,0.556,0.071
1554239_s_at,-0.578,0.071
226280_at,-0.322,0.071
208532_x_at,0.987,0.071
202338_at,2.151,0.071
209581_at,-1.312,0.071
220201_at,-0.389,0.071
206965_at,-2.440,0.071
230722_at,-0.968,0.071
215888_at,-1.984,0.071
223819_x_at,-0.344,0.071
233510_s_at,0.830,0.071
212500_at,-0.683,0.071
213617_s_at,-0.557,0.071
206777_s_at,1.748,0.071
229365_at,0.477,0.071
206892_at,0.836,0.071
1552318_at,-1.523,0.071
1555006_at,0.765,0.071
239018_at,-0.557,0.071
223845_at,0.539,0.071
1553528_a_at,-0.809,0.071
242810_x_at,0.928,0.071
219400_at,1.051,0.071
227922_x_at,1.180,0.071
224088_at,0.733,0.071
220604_x_at,1.665,0.071
217125_at,0.700,0.071
232720_at,-1.114,0.071
203581_at,-0.945,0.071
211574_s_at,0.455,0.071
206123_at,1.289,0.071
232918_at,-0.386,0.072
1555420_a_at,0.902,0.072
217824_at,0.411,0.072
242707_at,0.511,0.072
209082_s_at,1.247,0.072
227397_at,0.549,0.072
223212_at,-0.455,0.072
227282_at,0.420,0.072
223639_s_at,-0.315,0.072
201190_s_at,-0.646,0.072
204954_s_at,-0.442,0.072
207872_s_at,0.594,0.072
1558738_at,-0.440,0.072
1556161_a_at,0.691,0.072
223183_at,-0.990,0.072
1564063_a_at,0.461,0.072
1570242_x_at,0.977,0.072
229911_at,0.211,0.072
203957_at,-0.191,0.072
40273_at,-0.440,0.072
211108_s_at,0.671,0.072
229414_at,-2.082,0.072
212463_at,0.852,0.072
203673_at,0.866,0.072
208760_at,-1.253,0.072
221293_s_at,0.274,0.072
1554462_a_at,0.245,0.072
216856_s_at,0.363,0.072
1569479_at,-0.616,0.072
220591_s_at,-0.905,0.072
227893_at,-0.410,0.072
221274_s_at,-0.264,0.072
202540_s_at,-0.218,0.072
215310_at,-0.187,0.072
202056_at,-0.306,0.072
218989_x_at,-0.793,0.072
209241_x_at,0.644,0.072
202221_s_at,-0.254,0.072
241747_s_at,0.711,0.072
228030_at,-0.476,0.072
223345_at,-0.285,0.072
218663_at,0.781,0.072
1553253_at,0.756,0.072
1569176_at,-0.354,0.073
219225_at,0.272,0.073
244822_at,-0.426,0.073
221467_at,0.400,0.073
216899_s_at,0.868,0.073
225918_at,-0.988,0.073
1563671_at,-0.443,0.073
212402_at,-0.622,0.073
243689_s_at,-0.575,0.073
235197_s_at,-0.682,0.073
225926_at,-0.365,0.073
1558527_at,-0.966,0.073
223474_at,-0.371,0.073
203512_at,-0.528,0.073
237331_s_at,0.481,0.073
1569387_at,0.806,0.073
206928_at,-0.544,0.073
214611_at,-0.588,0.073
215035_at,0.675,0.073
211182_x_at,0.562,0.073
225498_at,0.503,0.073
202333_s_at,0.636,0.073
224648_at,-0.434,0.073
232066_x_at,0.620,0.073
215546_at,0.375,0.073
215288_at,0.759,0.073
219672_at,4.966,0.073
1554776_at,0.417,0.073
219826_at,-1.121,0.073
215223_s_at,1.576,0.073
215472_at,0.382,0.073
1557008_at,0.460,0.073
1554961_at,0.280,0.073
1560371_at,0.619,0.073
205682_x_at,0.614,0.073
234484_s_at,0.420,0.073
219873_at,0.377,0.073
228104_at,-0.595,0.073
218150_at,-0.749,0.073
225036_at,-1.022,0.073
207629_s_at,0.839,0.073
208205_at,0.843,0.073
233550_s_at,0.733,0.073
224291_at,0.543,0.073
217702_at,0.427,0.073
228233_at,0.300,0.074
215013_s_at,-0.877,0.074
211719_x_at,-0.408,0.074
212110_at,-1.044,0.074
225076_s_at,0.520,0.074
241879_at,-2.340,0.074
1556829_at,-0.596,0.074
213921_at,0.555,0.074
205026_at,0.579,0.074
215420_at,0.494,0.074
229168_at,1.479,0.074
217362_x_at,0.727,0.074
213596_at,-0.930,0.074
225311_at,-0.337,0.074
1553623_at,0.458,0.074
224070_at,0.366,0.074
226325_at,-0.360,0.074
225840_at,-1.067,0.074
200643_at,0.824,0.074
1563772_a_at,0.438,0.074
207509_s_at,-2.083,0.074
227742_at,0.582,0.074
211226_at,0.407,0.074
214671_s_at,0.750,0.074
219963_at,2.097,0.074
1552335_at,-0.786,0.074
201957_at,0.910,0.074
223702_x_at,0.977,0.074
220305_at,-0.308,0.074
228713_s_at,0.781,0.074
220965_s_at,0.666,0.074
225646_at,-0.489,0.074
204812_at,-0.500,0.074
222603_at,-1.578,0.074
236070_at,0.317,0.074
232664_at,-1.418,0.074
210911_at,-0.257,0.074
208869_s_at,0.400,0.074
222616_s_at,-1.055,0.074
211913_s_at,0.639,0.074
230727_at,-0.449,0.074
1552480_s_at,-0.568,0.074
215972_at,0.725,0.074
1553274_a_at,-0.628,0.074
215224_at,-1.039,0.074
221491_x_at,-0.992,0.074
1553367_a_at,0.692,0.074
212851_at,-0.727,0.074
219217_at,-0.372,0.074
205391_x_at,1.731,0.074
223795_at,0.344,0.074
214504_at,0.327,0.074
1559170_at,-0.241,0.074
238065_at,-0.548,0.074
1567298_at,0.549,0.074
213579_s_at,-0.624,0.074
219405_at,-0.996,0.074
204650_s_at,0.358,0.074
1552612_at,0.282,0.075
226806_s_at,-0.484,0.075
213222_at,-0.913,0.075
227049_at,-0.646,0.075
226672_s_at,0.621,0.075
1557285_at,-0.644,0.075
206509_at,0.550,0.075
205607_s_at,-0.350,0.075
217257_at,-1.028,0.075
1554554_at,0.804,0.075
218839_at,0.394,0.075
1567286_at,0.441,0.075
222806_s_at,-2.175,0.075
226882_x_at,0.487,0.075
223037_at,-0.444,0.075
225779_at,0.562,0.075
229936_at,0.926,0.075
218735_s_at,-0.747,0.075
212123_at,-0.711,0.075
223686_at,-0.786,0.075
209993_at,-2.616,0.075
211451_s_at,1.115,0.075
231878_at,-0.222,0.075
241354_at,0.446,0.075
232494_at,0.619,0.075
212837_at,-0.366,0.075
207329_at,6.030,0.075
229432_at,-0.548,0.075
228101_at,0.906,0.075
218176_at,-0.932,0.075
200854_at,-0.219,0.075
205411_at,-0.246,0.075
209260_at,0.707,0.075
1553108_at,-0.357,0.075
200683_s_at,-0.300,0.075
229229_at,0.539,0.075
201387_s_at,0.959,0.075
218741_at,0.435,0.075
218746_at,0.264,0.075
1555947_at,0.547,0.075
209705_at,-0.343,0.075
211559_s_at,1.321,0.075
1552789_at,-1.133,0.075
223476_s_at,-0.964,0.075
215670_s_at,0.810,0.075
216052_x_at,0.557,0.075
220209_at,0.600,0.075
210797_s_at,1.347,0.075
221841_s_at,-0.353,0.075
200948_at,0.831,0.075
207641_at,0.609,0.076
205339_at,0.359,0.076
235114_x_at,-0.609,0.076
224092_at,0.663,0.076
225405_at,-0.551,0.076
1553845_x_at,0.423,0.076
240887_at,0.856,0.076
240287_at,0.369,0.076
1554707_at,0.300,0.076
232300_at,0.346,0.076
209873_s_at,0.281,0.076
225561_at,-0.760,0.076
213839_at,-0.767,0.076
1552724_at,0.438,0.076
205394_at,0.764,0.076
232674_at,0.370,0.076
205438_at,0.629,0.076
238373_at,0.932,0.076
1555766_a_at,0.430,0.076
1570212_a_at,0.641,0.076
204780_s_at,1.329,0.076
221951_at,-0.384,0.076
212531_at,4.823,0.076
244686_at,0.259,0.076
37831_at,0.394,0.076
1555569_a_at,0.350,0.076
231323_at,-0.281,0.076
240119_at,0.390,0.076
1561923_a_at,-0.333,0.076
1554938_a_at,0.831,0.076
202305_s_at,-0.359,0.076
225263_at,-0.932,0.076
211934_x_at,0.410,0.076
204120_s_at,0.359,0.076
223222_at,-0.517,0.076
209663_s_at,0.341,0.076
217436_x_at,0.416,0.076
205674_x_at,0.498,0.076
202848_s_at,0.426,0.076
202480_s_at,0.501,0.076
239400_at,-1.221,0.076
1552543_a_at,-0.392,0.076
204404_at,0.369,0.076
213849_s_at,-2.970,0.076
208401_s_at,0.809,0.076
206396_at,0.267,0.076
226426_at,-1.292,0.076
207533_at,0.564,0.077
214212_x_at,0.306,0.077
209815_at,-3.691,0.077
221947_at,0.628,0.077
206231_at,0.418,0.077
242953_at,-0.509,0.077
204117_at,-0.500,0.077
211648_at,0.612,0.077
207399_at,0.512,0.077
239017_at,-1.629,0.077
238649_at,-1.264,0.077
209371_s_at,-0.804,0.077
222062_at,-1.182,0.077
226208_at,-0.399,0.077
1555399_a_at,0.464,0.077
227473_at,-0.619,0.077
1556667_at,-0.440,0.077
225258_at,0.684,0.077
212465_at,-0.328,0.077
208775_at,-0.468,0.077
237553_at,-0.488,0.077
232794_at,-1.766,0.077
210552_s_at,0.679,0.077
241347_at,-0.241,0.077
239547_at,0.778,0.077
1554589_at,0.318,0.077
209198_s_at,-1.863,0.077
228836_at,0.954,0.077
201950_x_at,0.525,0.077
219082_at,0.540,0.077
205093_at,0.653,0.077
243951_at,-0.370,0.077
229850_at,-1.054,0.077
209715_at,-0.489,0.077
203382_s_at,0.240,0.077
1555168_a_at,0.599,0.077
234664_at,1.097,0.077
221436_s_at,1.174,0.077
218071_s_at,-0.403,0.077
214421_x_at,0.598,0.077
219499_at,0.244,0.077
227785_at,-0.871,0.077
226402_at,-1.484,0.077
209714_s_at,1.398,0.077
202322_s_at,-0.292,0.077
1556641_at,0.565,0.077
217873_at,-0.337,0.077
201222_s_at,-0.210,0.077
229482_at,1.035,0.078
239007_at,-0.489,0.078
205155_s_at,0.834,0.078
227188_at,-1.770,0.078
200877_at,-0.772,0.078
200849_s_at,-0.312,0.078
221536_s_at,-1.657,0.078
1570480_s_at,0.527,0.078
220035_at,-1.308,0.078
226604_at,-1.163,0.078
227182_at,0.778,0.078
202889_x_at,0.797,0.078
209081_s_at,1.211,0.078
215470_at,-1.116,0.078
1563204_at,0.313,0.078
229950_s_at,0.481,0.078
219256_s_at,-1.340,0.078
216191_s_at,-2.269,0.078
207092_at,0.614,0.078
227583_at,-0.314,0.078
1553464_at,0.751,0.078
217369_at,0.682,0.078
1570259_at,-0.447,0.078
211255_x_at,0.512,0.078
231957_s_at,0.419,0.078
216388_s_at,1.116,0.078
203331_s_at,0.543,0.078
225265_at,-0.582,0.078
233171_at,0.345,0.078
224995_at,-0.202,0.078
1554202_x_at,0.788,0.078
202172_at,-0.253,0.078
227166_at,-0.517,0.078
239490_at,0.722,0.078
209395_at,5.299,0.078
1559971_at,0.255,0.078
219615_s_at,2.075,0.078
206563_s_at,1.476,0.079
243985_at,-1.467,0.079
204423_at,-0.301,0.079
209520_s_at,-0.426,0.079
213189_at,-1.362,0.079
211086_x_at,-0.522,0.079
226889_at,-0.469,0.079
220863_at,0.452,0.079
211389_x_at,-1.043,0.079
206821_x_at,0.444,0.079
225386_s_at,0.504,0.079
201178_at,0.804,0.079
232724_at,-0.373,0.079
225492_at,-0.183,0.079
232922_s_at,0.855,0.079
212628_at,0.601,0.079
203289_s_at,0.566,0.079
1563445_x_at,0.597,0.079
222150_s_at,-1.411,0.079
222408_s_at,0.188,0.079
206266_at,0.663,0.079
227299_at,-0.678,0.079
224632_at,-1.126,0.079
244585_at,0.542,0.079
1552497_a_at,-1.126,0.079
230300_at,-1.293,0.079
206742_at,0.440,0.079
220437_at,0.383,0.079
212731_at,-1.042,0.079
217411_s_at,0.685,0.079
203283_s_at,-0.399,0.079
232613_at,-0.692,0.079
212569_at,0.500,0.079
212352_s_at,-0.458,0.079
239529_at,-0.386,0.079
239660_at,-0.674,0.079
226166_x_at,-0.822,0.079
220994_s_at,0.728,0.079
242956_at,-0.204,0.079
1566956_at,0.843,0.079
216364_s_at,0.632,0.079
208430_s_at,0.291,0.079
209126_x_at,0.306,0.080
227902_at,-0.888,0.080
215771_x_at,0.739,0.080
207521_s_at,0.849,0.080
225040_s_at,-0.234,0.080
203190_at,-0.575,0.080
212744_at,-1.474,0.080
201413_at,-0.246,0.080
219464_at,0.534,0.080
1558943_x_at,-0.788,0.080
230659_at,1.002,0.080
1564339_a_at,0.654,0.080
208135_at,0.460,0.080
235736_at,-2.634,0.080
220765_s_at,0.231,0.080
214622_at,0.724,0.080
200670_at,0.396,0.080
1567080_s_at,0.632,0.080
200650_s_at,0.777,0.080
216137_s_at,0.362,0.080
242402_x_at,0.934,0.080
225972_at,-0.816,0.080
1553689_s_at,-0.368,0.080
206208_at,2.387,0.080
220251_at,-0.951,0.080
211713_x_at,1.287,0.080
1560856_at,0.376,0.080
1555611_s_at,0.390,0.080
243432_at,0.489,0.080
231602_at,0.555,0.080
213333_at,-0.424,0.080
202840_at,-0.888,0.080
207311_at,1.024,0.080
209273_s_at,0.190,0.080
219032_x_at,-1.361,0.080
1555871_at,0.178,0.080
238931_at,-1.709,0.080
231355_at,0.809,0.080
206904_at,0.320,0.080
222909_s_at,0.622,0.080
226355_at,0.746,0.080
221753_at,-0.438,0.080
224931_at,-1.160,0.080
202264_s_at,0.334,0.081
214966_at,0.381,0.081
232279_at,-1.754,0.081
209919_x_at,1.568,0.081
223325_at,0.255,0.081
238075_at,0.333,0.081
217942_at,-0.311,0.081
1564274_at,-0.375,0.081
226441_at,-0.770,0.081
237014_at,0.769,0.081
229453_at,-1.399,0.081
1554258_a_at,0.196,0.081
202152_x_at,0.320,0.081
223119_s_at,-0.949,0.081
1561179_s_at,0.784,0.081
228741_s_at,0.519,0.081
221269_s_at,-0.369,0.081
210078_s_at,-0.262,0.081
202459_s_at,0.366,0.081
207826_s_at,0.573,0.081
210944_s_at,0.949,0.081
209509_s_at,-0.374,0.081
233053_at,-0.752,0.081
223576_at,-0.645,0.081
239438_at,0.371,0.081
209743_s_at,0.508,0.081
216648_s_at,0.193,0.081
1553101_a_at,0.281,0.081
235021_at,-0.682,0.081
203323_at,-0.386,0.081
209187_at,-0.677,0.081
225164_s_at,-0.622,0.081
211403_x_at,0.649,0.081
201942_s_at,0.672,0.081
1568675_at,0.530,0.081
212770_at,0.443,0.081
241862_x_at,0.749,0.081
221870_at,1.097,0.081
208832_at,-0.695,0.081
243151_at,0.649,0.081
216871_at,0.561,0.081
225863_s_at,-1.566,0.081
238077_at,-1.008,0.081
223093_at,-0.882,0.081
1554894_a_at,-0.224,0.081
220584_at,0.617,0.082
1553590_at,0.415,0.082
243845_at,0.392,0.082
228774_at,-1.839,0.082
1553088_a_at,0.610,0.082
221390_s_at,0.793,0.082
210512_s_at,1.205,0.082
226572_at,-1.503,0.082
243668_at,-0.393,0.082
222304_x_at,-0.417,0.082
213545_x_at,0.474,0.082
237163_x_at,0.527,0.082
222670_s_at,-0.684,0.082
213911_s_at,0.570,0.082
218004_at,-0.581,0.082
232016_at,0.277,0.082
225662_at,-0.745,0.082
236320_at,0.974,0.082
1569926_s_at,0.327,0.082
206367_at,0.451,0.082
204886_at,0.313,0.082
233549_at,-0.294,0.082
232173_at,0.344,0.082
212587_s_at,-0.442,0.082
201907_x_at,0.546,0.082
232761_at,0.514,0.082
214436_at,0.509,0.082
201261_x_at,0.856,0.082
232374_s_at,0.502,0.082
209383_at,0.548,0.082
212498_at,-0.757,0.082
225153_at,-1.057,0.082
228002_at,-0.963,0.082
240106_at,-0.418,0.082
1555784_s_at,0.591,0.082
217149_x_at,0.213,0.082
226978_at,-0.934,0.082
201263_at,-0.298,0.082
220922_s_at,0.514,0.082
209476_at,-0.188,0.082
201324_at,-1.426,0.082
1553499_s_at,1.226,0.082
212375_at,-1.058,0.082
214299_at,-0.529,0.082
222855_s_at,0.803,0.082
210447_at,-0.411,0.082
207513_s_at,-0.164,0.082
241355_at,0.808,0.082
213116_at,-0.217,0.082
205462_s_at,0.278,0.082
221132_at,0.275,0.082
212141_at,1.291,0.082
219674_s_at,0.508,0.082
1554201_at,0.840,0.082
212208_at,-0.499,0.082
239791_at,0.501,0.082
208725_at,-0.373,0.082
239666_at,0.502,0.082
221407_at,0.342,0.082
224273_at,0.485,0.082
205463_s_at,-0.210,0.082
1554170_a_at,0.441,0.082
211238_at,0.285,0.082
219819_s_at,-0.615,0.083
203037_s_at,-0.895,0.083
228980_at,0.782,0.083
229993_at,0.692,0.083
221167_s_at,0.363,0.083
214113_s_at,-0.216,0.083
201867_s_at,-0.159,0.083
219357_at,0.279,0.083
238706_at,-2.504,0.083
221042_s_at,-0.427,0.083
203329_at,-0.373,0.083
217368_at,0.682,0.083
237954_x_at,-0.449,0.083
208980_s_at,0.533,0.083
214735_at,-0.905,0.083
239084_at,-1.550,0.083
209442_x_at,-0.913,0.083
223106_at,-0.292,0.083
203748_x_at,-0.518,0.083
236846_at,-1.122,0.083
214883_at,0.849,0.083
203102_s_at,-0.158,0.083
217106_x_at,-0.635,0.083
223821_s_at,0.331,0.083
206971_at,0.329,0.083
1569172_a_at,0.482,0.083
204448_s_at,-0.290,0.083
204644_at,-0.836,0.083
242048_at,0.596,0.083
216375_s_at,0.416,0.083
1564067_x_at,0.505,0.083
240329_at,0.296,0.083
212568_s_at,-0.983,0.083
219714_s_at,-2.266,0.083
1557918_s_at,0.428,0.083
227092_at,-0.808,0.083
218874_s_at,0.230,0.083
202487_s_at,0.491,0.083
225956_at,-1.298,0.083
236301_at,-3.027,0.083
208264_s_at,-0.439,0.083
202033_s_at,-0.625,0.083
1555105_a_at,-0.863,0.083
1565716_at,-2.825,0.083
225412_at,-0.616,0.083
230375_at,-3.031,0.083
214536_at,0.481,0.083
232623_at,-0.188,0.083
1568377_x_at,1.058,0.083
1555335_at,0.297,0.083
1565406_a_at,1.026,0.083
207372_s_at,0.617,0.083
39854_r_at,1.265,0.083
1565751_at,0.601,0.083
212771_at,-1.200,0.083
218822_s_at,0.475,0.083
1552965_a_at,0.376,0.084
215694_at,-0.341,0.084
1557370_s_at,-0.768,0.084
227689_at,-1.162,0.084
238935_at,0.748,0.084
210701_at,-0.761,0.084
1564229_at,0.810,0.084
202086_at,1.316,0.084
231463_at,0.496,0.084
238536_at,-1.339,0.084
221858_at,-0.705,0.084
204747_at,2.259,0.084
219613_s_at,0.678,0.084
203085_s_at,-0.482,0.084
235783_at,-0.957,0.084
210497_x_at,0.752,0.084
226262_at,-0.513,0.084
203201_at,-0.175,0.084
208724_s_at,0.421,0.084
225484_at,-1.518,0.084
228878_s_at,0.693,0.084
209642_at,1.015,0.084
235916_at,1.048,0.084
212810_s_at,1.141,0.084
223460_at,0.341,0.084
203058_s_at,-0.582,0.084
210718_s_at,-0.256,0.084
220825_s_at,0.509,0.084
228788_at,-2.447,0.084
210967_x_at,0.900,0.084
213529_at,0.215,0.084
1554251_at,-1.266,0.084
206477_s_at,0.858,0.084
233978_at,0.214,0.084
240579_at,-0.304,0.084
228203_at,0.462,0.084
1554065_at,0.597,0.084
227338_at,-0.333,0.084
212740_at,-0.473,0.084
230592_at,-0.619,0.084
216873_s_at,0.261,0.084
205821_at,-2.043,0.084
238350_at,-0.437,0.084
232807_at,0.868,0.084
1559883_s_at,-1.731,0.084
219064_at,0.424,0.084
215821_x_at,1.138,0.085
203122_at,-0.461,0.085
212692_s_at,-1.157,0.085
210244_at,4.163,0.085
226278_at,0.719,0.085
233350_s_at,-0.544,0.085
220233_at,0.358,0.085
203465_at,-0.616,0.085
1553061_at,0.323,0.085
209834_at,0.492,0.085
215654_at,0.685,0.085
39763_at,1.161,0.085
208194_s_at,-0.336,0.085
1568762_at,-0.432,0.085
1570517_at,-0.530,0.085
202065_s_at,0.192,0.085
224490_s_at,-0.622,0.085
1559927_a_at,0.503,0.085
220849_at,0.412,0.085
214331_at,-0.237,0.085
225030_at,-0.984,0.085
211879_x_at,0.604,0.085
226408_at,0.503,0.085
